id,title,year,concepts,referenced_works,primary_topic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2950354111,Canu: scalable and accurate long-read assembly via adaptive<i>k</i>-mer weighting and repeat separation,2017,"['Biology', 'Weighting', 'Separation (statistics)', 'Computational biology', 'Genetics', 'Computer science', 'Machine learning', 'Physics', 'Acoustics']","['W2179507357', 'W2201927605', 'W1579534339', 'W2481566780', 'W2165847428', 'W2081193615', 'W2118970626', 'W2479687279', 'W1983403167', 'W2538143681', 'W2055906546', 'W2132341951', 'W2119923823', 'W2166267493', 'W2272919405', 'W2189047836', 'W2323608404', 'W2139306346', 'W2013063066', 'W2117936709', 'W2160838716', 'W2612812586', 'W2478532913', 'W2080921667', 'W2007772656', 'W2509462588', 'W2094335760', 'W2951105277', 'W1982579644', 'W2140059069', 'W2157888653', 'W2162055898', 'W2107282968', 'W2110145781', 'W2194172909', 'W1519765314', 'W1597406287', 'W2148055192', 'W2096634299', 'W2130200371', 'W2156104322', 'W344138311', 'W1635391495', 'W2078331392', 'W2150859566', 'W2142619120', 'W2950150251', 'W2141978199', 'W2114765236', 'W2036287649', 'W1971584645', 'W2160177274', 'W2127768708', 'W2056554987', 'W2072854577', 'W1995794660', 'W2464063823', 'W2346756609', 'W2159497035', 'W2572068809', 'W2160225487', 'W2043481183', 'W2575750030', 'W1982855075', 'W2468510943', 'W2153325555', 'W2397469828', 'W2160969485', 'W2264578395', 'W3099661149', 'W2950576163', 'W2594081754', 'W2132069633']",Biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2150575159,Intratumor Heterogeneity and Branched Evolution Revealed by Multiregion Sequencing,2012,"['Computational biology', 'Evolutionary biology', 'Biology']","['W2040827479', 'W2138155367', 'W4240237951', 'W2115494288', 'W2134061682', 'W2123696077', 'W2066254965', 'W2168156874', 'W2060383229', 'W2026389791', 'W2015616444', 'W2136263263', 'W2067708830', 'W2125792957', 'W2032518018', 'W2147354890', 'W2169895148', 'W2080365963', 'W2121531763', 'W2123558100', 'W2126903025', 'W2079212177', 'W2153493705', 'W2110320497', 'W2079251713', 'W2105937199', 'W2021256410', 'W2116661424', 'W2014578307', 'W2139799027', 'W2586567058', 'W2144744111', 'W2120627772', 'W2614257677', 'W1979684922']",Biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2162088497,Human gut microbiome viewed across age and geography,2012,"['Microbiome', 'Biology', 'Human microbiome', 'Westernization', 'Cohort', 'Feces', 'Zoology', 'Ecology', 'Evolutionary biology', 'Genetics', 'Medicine', 'Economics', 'Economic growth', 'Modernization theory', 'Internal medicine']","['W2064642161', 'W2125826054', 'W2152805980', 'W2127415562', 'W2139884694', 'W2144826002', 'W2064879697', 'W2023506796', 'W2040693077', 'W2072970694', 'W2087292184', 'W2169222373', 'W1832474145', 'W2052969143', 'W2096891797', 'W2170024099', 'W1811186957', 'W2032230795', 'W1968105193', 'W2167639526', 'W2042317540', 'W2107748203', 'W2084512022', 'W2060144673', 'W2160266058', 'W1959915056', 'W2142354164', 'W67953310', 'W2419650311', 'W2076655628', 'W2112874908', 'W2149573313', 'W2126218947', 'W1540089290', 'W1987971958', 'W2018821242', 'W2006893094', 'W2184461463', 'W273955616', 'W2999729612', 'W1574393373']",Biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2135400982,GRADE guidelines: 3. Rating the quality of evidence,2011,"['Observational study', 'Quality (philosophy)', 'Context (archaeology)', 'Confidence interval', 'Quality of evidence', 'Publication bias', 'Medicine', 'Randomized controlled trial', 'Evidence-based medicine', 'Quality Score', 'Alternative medicine', 'Operations management', 'Internal medicine', 'Pathology', 'Engineering', 'Metric (unit)', 'Philosophy', 'Paleontology', 'Biology', 'Epistemology']","['W2068403673', 'W2153715117', 'W1532520729', 'W2331935930', 'W1992159512', 'W2046219226', 'W2090132603', 'W3021544616', 'W2104675861', 'W1997667641', 'W2042908317', 'W2014495259', 'W4233364970', 'W2146164209', 'W1980403698', 'W1981501248', 'W2116489124', 'W4206264075', 'W2152186900', 'W1495857209', 'W2113942733', 'W2066022041', 'W2165010366', 'W3021591942', 'W2061468184', 'W2013068321', 'W2568332688', 'W2011367640', 'W1993397663', 'W1919332000', 'W2136419435', 'W2087152136', 'W1968270878', 'W2110167268', 'W1605824757', 'W1985075719', 'W2109346853', 'W2100631748', 'W2009326492', 'W2141001286', 'W2117847125', 'W1981680557', 'W2010149513', 'W2165534675', 'W1568390176']",Biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2128591134,Foodborne Illness Acquired in the United States—Major Pathogens,2010,"['Norovirus', 'Campylobacter', 'Salmonella', 'Medicine', 'Environmental health', 'Listeria monocytogenes', 'Clostridium perfringens', 'Veterinary medicine', 'Biology', 'Outbreak', 'Virology', 'Genetics', 'Bacteria']","['W2116259216', 'W123174920', 'W2095655760', 'W2167414951', 'W6979186521', 'W1984370569', 'W2137135337', 'W1964488741', 'W1981689010', 'W2146459147', 'W2158469257', 'W2166137456', 'W2076121434', 'W2054078306', 'W2115375761', 'W2164584228', 'W1978271621', 'W2101241275', 'W2140153380', 'W2108322580', 'W2096020730', 'W2158388745', 'W6650361761', 'W2153687730', 'W2108727141', 'W1980639839', 'W4230291320', 'W2170200960', 'W2070240093', 'W2342432358', 'W2339962763', 'W10514757', 'W2142119601', 'W2031028618', 'W2138639089', 'W2138770960', 'W1526524284', 'W2109486493', 'W2917862220', 'W2166853881', 'W2092009189', 'W2106467922', 'W2125099130', 'W1975328673', 'W2000230707', 'W2105154749', 'W201133296', 'W4238536932', 'W2007896644', 'W1993631302', 'W2105444894', 'W2281497290', 'W2130448499', 'W1762084525', 'W2157025252', 'W1604088441', 'W1911281453', 'W2166093730', 'W2164004262', 'W2246058161', 'W2128010335', 'W1968305209', 'W1970364970', 'W2115065344', 'W2018323160', 'W2144963709', 'W2024942027', 'W170450860', 'W161548343', 'W2317936986', 'W2417807721']",Biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2107060225,Gene ontology analysis for RNA-seq: accounting for selection bias,2010,"['Biology', 'RNA-Seq', 'Gene ontology', 'Human genetics', 'Computational biology', 'Genetics', 'Selection (genetic algorithm)', 'Gene', 'Genome Biology', 'Ontology', 'Evolutionary biology', 'Genomics', 'Genome', 'Gene expression', 'Computer science', 'Artificial intelligence', 'Transcriptome', 'Philosophy', 'Epistemology']","['W2077836479', 'W2155804510', 'W2113842515', 'W2023923807', 'W2114504176', 'W2088387316', 'W2139703939', 'W2102992354', 'W2130962401', 'W2120024428', 'W2130410032', 'W2158217645', 'W2091975751', 'W2103017472', 'W2145416275', 'W2141425631', 'W2114104545', 'W2110065044', 'W2154431984', 'W199613771', 'W2121211805', 'W2005658600', 'W1849021584', 'W2116166762', 'W2124985265', 'W1982682305', 'W1546952499', 'W2107018762', 'W2318935314', 'W1533335653']",Biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2046387002,A ceRNA Hypothesis: The Rosetta Stone of a Hidden RNA Language?,2011,"['Biology', 'Competing endogenous RNA', 'RNA', 'Computational biology', 'Genetics', 'Evolutionary biology', 'Gene', 'Long non-coding RNA']","['W2098044274', 'W2096924683', 'W2072446721', 'W2162674813', 'W1584433563', 'W2166422007', 'W2153056550', 'W2102304447', 'W2047333953', 'W2044474105', 'W2135314242', 'W2031176852', 'W2104806799', 'W2065036890', 'W2037368980', 'W2044601473', 'W1972989638', 'W2163106706', 'W2128034264', 'W2026570544', 'W2102140136', 'W2033966391', 'W2030658020', 'W1997379339', 'W1999746344', 'W2137840425', 'W2017768662', 'W2112001233', 'W2144137532', 'W2006190082', 'W2150296976', 'W2044117548', 'W2047967134', 'W2099915768', 'W2030047242', 'W1984084985', 'W1977751039', 'W2153525556', 'W2111466507', 'W1966498224', 'W2035760322', 'W2023947760', 'W2009777681', 'W2135640980', 'W2059300459', 'W2053490054', 'W2011458493', 'W1986077139', 'W2006556963', 'W1933951165', 'W1542927170']",Biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2981731882,"Explainable Artificial Intelligence (XAI): Concepts, taxonomies, opportunities and challenges toward responsible AI",2019,"['Computer science', 'Artificial intelligence', 'Taxonomy (biology)', 'Field (mathematics)', 'Software deployment', 'Data science', 'Deep learning', 'Machine learning', 'Management science', 'Software engineering', 'Engineering', 'Botany', 'Pure mathematics', 'Biology', 'Mathematics']","['W2493343568', 'W2528491735', 'W3138819813', 'W4226065182', 'W6755619412', 'W2809925683', 'W2963095307', 'W2963847595', 'W2891503716', 'W2913693384', 'W6748883668', 'W2657631929', 'W2909962776', 'W2415277563', 'W6679886697', 'W6642674909', 'W2062417518', 'W7001912067', 'W6634282647', 'W6726258750', 'W6634913432', 'W6750157604', 'W2112036221', 'W6739095351', 'W6743711810', 'W6713700977', 'W2608389450', 'W2963178695', 'W2118022153', 'W6643508399', 'W6630042463', 'W2026905436', 'W2148001258', 'W1988160630', 'W6739001092', 'W6689512819', 'W6735626019', 'W2195388612', 'W6749230409', 'W6698108233', 'W6752365708', 'W2106100979', 'W2152932486', 'W6663052327', 'W2549514639', 'W1787224781', 'W2116767760', 'W6702972341', 'W6738893770', 'W1496195566', 'W2014736305', 'W6748037154', 'W6745942117', 'W1990088911', 'W6636995944', 'W6785313990', 'W6754561974', 'W6742078670', 'W6844489059', 'W6662026312', 'W6630875275', 'W2013587512', 'W2154142492', 'W2049487457', 'W3123427206', 'W6697443983', 'W2095350947', 'W6676949966', 'W6754517426', 'W2964031043', 'W6749561864', 'W2129971280', 'W6633387619', 'W6675299433', 'W6685074218', 'W2963045198', 'W2016563381', 'W3122548859', 'W6735115125', 'W6686778024', 'W6745510850', 'W6743266151', 'W2149206332', 'W1882168827', 'W4399607888', 'W2002579649', 'W6749922964', 'W2134553571', 'W6745925854', 'W6737160166', 'W152751697', 'W2094590527', 'W2128420091', 'W1997073913', 'W6639204139', 'W6639896569', 'W6766578899', 'W6756289519', 'W2796215194', 'W6697139924', 'W6632684193', 'W2010284261', 'W6676234488', 'W2963233086', 'W6769161880', 'W2148643675', 'W2064149108', 'W2731142262', 'W4230605228', 'W2963349562', 'W6769456047', 'W2135046866', 'W6681766505', 'W6713348437', 'W6725425107', 'W2134732827', 'W2004147962', 'W1973727966', 'W2101771110', 'W1970074386', 'W2112841646', 'W4236137412', 'W2095756634', 'W1978784463', 'W6741613141', 'W2166192092', 'W6631453405', 'W2092022777', 'W6632862115', 'W6605241255', 'W2042385018', 'W2110767824', 'W6601141482', 'W2002676276', 'W2103151931', 'W1843174593', 'W2060298585', 'W2057770001', 'W2109096757', 'W2101278610', 'W6671768824', 'W6679278369', 'W6677372310', 'W2151832869', 'W6679488046', 'W6730035438', 'W6619402555', 'W6676287210', 'W6746228475', 'W2555206781', 'W6674130179', 'W3023001449', 'W6735632633', 'W6678970506', 'W2158585626', 'W6737947904', 'W2150480892', 'W2991414967', 'W6738549535', 'W2090026354', 'W6681608319', 'W2113211233', 'W6748426178', 'W198744195', 'W2231668359', 'W2125847307', 'W6786513370', 'W6786096804', 'W2152063651', 'W6749195677', 'W6757133623', 'W2158086655', 'W2113953665', 'W1567323455', 'W6677149613', 'W6641710608', 'W6681066330', 'W2088203270', 'W4244296837', 'W6684375713', 'W1497605902', 'W2112649152', 'W2145470394', 'W6727581327', 'W2158599326', 'W6639532027', 'W2082674974', 'W6734194636', 'W2964159778', 'W6696315177', 'W6717255582', 'W6685465864', 'W2343061342', 'W6640300313', 'W6640617836', 'W2332488709', 'W6737137598', 'W6640376812', 'W2604961537', 'W2964045325', 'W6726186668', 'W6680935700', 'W6766263406', 'W4229494842', 'W6754669440', 'W2792641098', 'W6738645990', 'W6751691560', 'W6769906180', 'W6719357382', 'W6678459986', 'W6752587749', 'W2981836045', 'W2970476646', 'W6756059231', 'W6753438404', 'W3088493063', 'W6622319797', 'W2144212877', 'W6681066839', 'W2062118960', 'W6772286975', 'W6719057275', 'W3037725825', 'W2963609017', 'W2217442075', 'W2123649031', 'W2017288758', 'W6744627333', 'W2563399268', 'W2963383024', 'W6629075821', 'W2945976633', 'W2896727370', 'W6766318688', 'W2930003055', 'W3014089210', 'W2114439486', 'W3124443940', 'W2963303354', 'W6749023905', 'W2798302089', 'W2107397716', 'W6600428322', 'W2921353139', 'W2778685442', 'W6745477667', 'W6753748013', 'W3004170979', 'W2962689739', 'W1965895350', 'W2059362837', 'W2716311441', 'W2537383304', 'W2734256217', 'W1982598895', 'W2000009216', 'W2123306226', 'W6638401744', 'W6712672889', 'W2787666871', 'W2418421170', 'W2117380102', 'W2999331643', 'W2412247133', 'W2810546090', 'W2658306063', 'W6638208828', 'W6728551298', 'W6753263512', 'W2116984840', 'W6684072790', 'W6748182698', 'W2969670093', 'W6768244331', 'W2785011159', 'W6759025651', 'W6966940381', 'W2666919929', 'W6640605958', 'W6648473300', 'W6637984010', 'W2940979366', 'W2902788385', 'W2947986443', 'W2947430130', 'W2764005395', 'W6728757088', 'W2085789144', 'W2930181195', 'W2590019597', 'W6721573639', 'W6982622745', 'W6750251037', 'W6675479384', 'W2165698076', 'W6785559428', 'W2954346764', 'W4206200100', 'W2951264787', 'W2963907629', 'W1799366690', 'W1645738616', 'W2740181639', 'W2738386993', 'W3130896941', 'W4235762696', 'W2962515681', 'W2148970881', 'W2768946717', 'W3106076062', 'W2794583223', 'W2794739632', 'W2620393362', 'W2597603852', 'W2912477312', 'W2793165286', 'W4288104488', 'W2591864305', 'W2753415590', 'W2964031560', 'W2535838896', 'W2346578521', 'W2285672265', 'W2094839437', 'W2895048897', 'W2614087582', 'W2954879068', 'W2294370754', 'W2788403449', 'W2894495420', 'W1594031697', 'W4300071243', 'W2804690703', 'W1965290411', 'W2288977568', 'W2778796877', 'W2618851150', 'W4239705760', 'W2990138404', 'W1899185266', 'W2787070805', 'W2787752464', 'W4237896451', 'W2282479846', 'W2946752867', 'W2229641681', 'W1774663064', 'W4242959488', 'W2914598080', 'W3104997604', 'W2963673242', 'W2810290439', 'W2948023943', 'W2176035349', 'W1545142063', 'W1482473201', 'W2546017515', 'W429766147', 'W2806598546', 'W2150165932', 'W2788527488', 'W2115438515', 'W4241536761', 'W1970406594', 'W2791386785', 'W2914059076', 'W3105469237', 'W2966362896', 'W2949667497', 'W2440159969', 'W1547466200', 'W1989574962', 'W2963271116', 'W1514535095', 'W2977390934', 'W3000716014', 'W1810615071', 'W1673923490', 'W1601924930', 'W2107222792', 'W2910705748', 'W1821462560', 'W2441461845', 'W2551814208', 'W4301409532', 'W2908522859', 'W2142026086', 'W2807992309', 'W2962790223', 'W2883679850', 'W2890440562', 'W1951216520', 'W2767535632', 'W3123374861', 'W2162670686', 'W2115356364', 'W2149033360', 'W4244438826', 'W4236707673', 'W2749348810', 'W2594633041', 'W2563486500', 'W1928906481', 'W4300827522', 'W2808309499', 'W2962851944', 'W1849277567', 'W2753738274', 'W2979481854', 'W1587157779', 'W2424413254', 'W2083705347', 'W2963635991', 'W2510508396', 'W2962858109', 'W2977375814', 'W137420995', 'W2950687621', 'W2963715038', 'W2618631885', 'W2596720518', 'W4245286259', 'W2583412656', 'W814282759', 'W2782821189', 'W1819662813', 'W3102161834', 'W3104020727', 'W2282821441', 'W2789304371', 'W2953295770', 'W2981778466', 'W2884555797', 'W3004343695', 'W2500724387', 'W2891535626', 'W2754695199', 'W2996058491', 'W619572877', 'W2898622075', 'W2925907129', 'W2306190168', 'W2963116854', 'W2768894107', 'W2420245003', 'W1947481528', 'W2492794003', 'W2595017202', 'W2740589650', 'W2770398803', 'W2963277062', 'W2963703618', 'W2949780682', 'W2803532212', 'W2797132229', 'W2775145835', 'W2914284136', 'W2905209730', 'W2609476118', 'W2744283806', 'W2949467366', 'W4234389704', 'W2796885425', 'W2414914290', 'W2123045220', 'W9657784', 'W2982327119', 'W27120934', 'W2888580379', 'W2792126732', 'W3093010610', 'W2587529872', 'W2951201532', 'W2951501516', 'W2626639386', 'W2962862931', 'W2946178992', 'W3101609372', 'W2502662055', 'W2418098761', 'W2901939789', 'W2762968537', 'W2974440810', 'W1972577679', 'W3124792046', 'W2963749936', 'W2764024122', 'W2554930721', 'W2950761929', 'W4256361765', 'W4230748848', 'W2759471388', 'W2919624000', 'W2805003733', 'W4251519141', 'W2257327159', 'W3098278632', 'W2975691933', 'W3037608992', 'W2955993556', 'W2498119267', 'W2521274174', 'W2953391683', 'W1915485278', 'W3104310207', 'W1505356189', 'W2606347107', 'W3102094077', 'W2528914598', 'W2729084506', 'W2141200610', 'W2185494298', 'W4238376060', 'W2464234964', 'W3211952227', 'W2755310417', 'W1932198206', 'W4285719527', 'W2191167248', 'W2148771208', 'W2522925973', 'W1563656983', 'W4244404139', 'W1800731030', 'W3160877400', 'W2594475271', 'W4365800044', 'W1570088706', 'W2950171832', 'W4238634189', 'W2530417694', 'W2979997102', 'W2463565445', 'W2434741482', 'W1580868288', 'W4234842777', 'W2949197630', 'W4400954549', 'W2962772482', 'W2963819344', 'W4233904849', 'W2979790245', 'W2992923261', 'W2544951221', 'W2791637253', 'W2964333534', 'W2612526924', 'W1993320088', 'W2149706766', 'W2514824241', 'W2896010852', 'W2171583938', 'W3101366597', 'W2544647789', 'W2480709345', 'W2963495494', 'W3215160418', 'W4249502209', 'W4231197483', 'W2012712694', 'W2962807381', 'W2140392267', 'W2639206954', 'W2963773574', 'W2950178297', 'W2963464195', 'W3125119928', 'W2769421449', 'W2902915817', 'W2521737809', 'W1825675169', 'W2963660754', 'W1551350443', 'W4299522686', 'W2772984056', 'W2903808828', 'W1996796871', 'W1945616565', 'W2950712904', 'W4238202281', 'W2913577344', 'W1524792337', 'W2912269676', 'W3105959310', 'W2791535658', 'W2559655401', 'W2621053657', 'W128754594', 'W2541884796', 'W2295107390', 'W2104046064', 'W4236965008', 'W3123103757', 'W3100279624', 'W2804796373', 'W2536885573', 'W2963446085', 'W2963668159', 'W4297957988', 'W2612690371', 'W2109915492', 'W2124592697', 'W618393734', 'W2963528347', 'W2525579820', 'W2549418531', 'W2964244352', 'W2593634001', 'W2129530276', 'W2049295438', 'W1973948212', 'W2139646386', 'W2605409611', 'W766114147', 'W2811494126', 'W2163532598', 'W1901367599', 'W2394669110', 'W2593616882', 'W2467391961', 'W2971869958', 'W2778434186', 'W1943661034', 'W2951073610', 'W2046945713', 'W2412400526', 'W2950538796', 'W4247924304', 'W2555127528', 'W2610018085', 'W2624614404', 'W2982560934', 'W2965595588', 'W2795431618', 'W2951762694', 'W2293078015', 'W2995836228', 'W4206210655', 'W2134682899', 'W1549490638', 'W2951004968', 'W2886612741', 'W2604602969', 'W2945151003', 'W1566647102', 'W2974168418', 'W2891612330', 'W2557046785', 'W2724999822', 'W2122410182', 'W2428136159', 'W2487770199', 'W2764040709', 'W2551974706', 'W2949725973', 'W2975074147', 'W2963323630', 'W2962695963', 'W3035517615', 'W2126982030', 'W2789472613', 'W3007590609', 'W2398062891', 'W2111620756', 'W4241857777', 'W2950761309', 'W2626778328']",Biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2140092196,"Outcomes for Implementation Research: Conceptual Distinctions, Measurement Challenges, and Research Agenda",2010,"['Fidelity', 'Implementation research', 'Computer science', 'Management science', 'Process management', 'Conceptual framework', 'Heuristic', 'Field (mathematics)', 'Sustainability', 'Knowledge management', 'Risk analysis (engineering)', 'Psychological intervention', 'Psychology', 'Business', 'Sociology', 'Artificial intelligence', 'Engineering', 'Psychiatry', 'Mathematics', 'Biology', 'Social science', 'Telecommunications', 'Pure mathematics', 'Ecology']","['W2132091551', 'W2029808594', 'W2330148810', 'W2107727043', 'W2078118224', 'W1974968814', 'W2079495360', 'W2047384840', 'W4249415254', 'W1979239694', 'W2065502371', 'W2116339156', 'W2058170711', 'W1973333957', 'W2088500274', 'W2120079020', 'W2054759526', 'W1919502712', 'W2049717677', 'W4255171499', 'W1997850774', 'W1975223191', 'W2056021828', 'W2122507801', 'W2047238395', 'W2069178071', 'W2154236045', 'W2076923686', 'W2150337999', 'W2077919020', 'W2128745127', 'W4248857718', 'W6812815776', 'W1995287141', 'W2504207617', 'W2116567300', 'W2110720428', 'W2097206783', 'W1995179748', 'W2032503405', 'W2103101543', 'W2154474855', 'W4253880277', 'W2007168102', 'W2054245468', 'W2072763411', 'W1973487871', 'W1965911746', 'W1972760042', 'W2000074431', 'W2031793062', 'W2132810818', 'W2074611909', 'W2016022302', 'W2612851029', 'W575347202', 'W1972246405', 'W2044727469', 'W1645625619', 'W2106669026', 'W2024641550', 'W2476732026', 'W1990513740', 'W2107393125', 'W2224231405', 'W2086599889', 'W1991566749', 'W4235461860', 'W2156151681', 'W4285719527', 'W4255411484', 'W212082296', 'W2416991732', 'W3127576909']",Biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2161289668,"Integrated Genomic Analysis Identifies Clinically Relevant Subtypes of Glioblastoma Characterized by Abnormalities in PDGFRA, IDH1, EGFR, and NF1",2010,"['PDGFRA', 'Biology', 'IDH1', 'Transcriptome', 'Gene', 'Cancer research', 'Genome', 'Gene expression profiling', 'Somatic cell', 'Carcinogenesis', 'Genetics', 'Gene expression', 'Mutation', 'Stromal cell', 'GiST']","['W2144579593', 'W2123879591', 'W2122769974', 'W2140301591', 'W2124940469', 'W2001660159', 'W2129463704', 'W2122683221', 'W2141055671', 'W2151335185', 'W2124078079', 'W2105100844', 'W2105005481', 'W2097957146', 'W2113729674', 'W2109972881', 'W58289801', 'W2145925994', 'W2114292508', 'W2027801540', 'W6602360893', 'W2039872271', 'W2026541878', 'W2153348030', 'W1991767154', 'W2144801963', 'W1548779692', 'W2121625674', 'W2027240424', 'W6632976901', 'W2055475004', 'W2133174470', 'W2113942802', 'W2089667109', 'W1987971958', 'W1551136530', 'W2170199771', 'W2109531556', 'W2170665695', 'W2171078630', 'W2127823872', 'W2025183726', 'W2076583198', 'W2104683360', 'W4294107304', 'W2053535808', 'W4297440291', 'W2126817554', 'W2054674800', 'W2158311803', 'W2049965118', 'W2157795344', 'W4236301805', 'W2105712639']",Biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2102212449,Highly Parallel Genome-wide Expression Profiling of Individual Cells Using Nanoliter Droplets,2015,"['Biology', 'Profiling (computer programming)', 'Gene expression profiling', 'Genome', 'Computational biology', 'Cell biology', 'Genetics', 'Gene expression', 'Gene', 'Operating system', 'Computer science']","['W1982729887', 'W2067671640', 'W2154723612', 'W2025828346', 'W1967134681', 'W2121637463', 'W2013764354', 'W2159498957', 'W2122348590', 'W2139838862', 'W1965956049', 'W2064543601', 'W2084942072', 'W2071010503', 'W1893444436', 'W2093347794', 'W2041677964', 'W2135937351', 'W1999055090', 'W2058483899', 'W2137460766', 'W2062450961', 'W2019552331', 'W2149208048', 'W2159817218', 'W2069089843', 'W2110768394', 'W2140258573', 'W2047594345', 'W2162590238', 'W2082456053', 'W2149573463', 'W1981233250', 'W2098490751', 'W2064803625', 'W2579829632', 'W2016638271', 'W2105712639', 'W1982425303', 'W2152532695', 'W2187089797', 'W2280397339', 'W2044858838', 'W2124711114', 'W2078782272', 'W2015554529', 'W1673310716', 'W2075365540']",Biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W1731081199,Domain-Adversarial Training of Neural Networks,2017,"['Discriminative model', 'Computer science', 'Artificial intelligence', 'Domain (mathematical analysis)', 'Backpropagation', 'Artificial neural network', 'Context (archaeology)', 'Test data', 'Transfer of learning', 'Identification (biology)', 'Machine learning', 'Task (project management)', 'Adaptation (eye)', 'Domain adaptation', 'Deep learning', 'Pattern recognition (psychology)', 'Engineering', 'Mathematics', 'Classifier (UML)', 'Optics', 'Paleontology', 'Biology', 'Programming language', 'Botany', 'Systems engineering', 'Physics', 'Mathematical analysis']","['W2963826681', 'W2126443908', 'W2405601855', 'W1608944489', 'W2112483442', 'W1722318740', 'W2951700157', 'W2047632871', 'W2158815628', 'W2033547469', 'W2949821452', 'W2104094955', 'W2125889200', 'W204268067', 'W2147629985', 'W2161381512', 'W1565327149', 'W2140844045', 'W2064447488', 'W2155541015', 'W2110158442', 'W2104068492', 'W4285719527', 'W2095705004', 'W2950094539', 'W2159570078', 'W6908809', 'W2083544878', 'W2163605009', 'W1596233070', 'W2149466042', 'W2112796928', 'W2108069432', 'W2141067830', 'W2165741220', 'W2117155597', 'W1544165511', 'W2030558520', 'W1978380814', 'W2131953535', 'W22861983', 'W1617650991', 'W2128053425', 'W2147093486', 'W2395859096', 'W2025768430', 'W2120587290', 'W2335728318', 'W1009458120', 'W1577269164', 'W2118585731', 'W2158108973', 'W2952186574', 'W41482161', 'W2951670162']",Biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
